model_id,car_id,firm_id,price,domestic,japan,european,const,hpwt,air,mpd,space,mpg,trend,year,share,quantity,logit_depvar,obsindex,model_id_str,loghpwt,logmpg,logspace,demeaned_const,demeaned_hpwt,demeaned_air,demeaned_mpd,demeaned_space,demeaned_loghpwt,demeaned_logmpg,demeaned_logspace,demeaned_trend,demeaned_demand_firm_const,demeaned_demand_firm_hpwt,demeaned_demand_firm_air,demeaned_demand_firm_mpd,demeaned_demand_firm_space,demeaned_demand_rival_const,demeaned_demand_rival_hpwt,demeaned_demand_rival_air,demeaned_demand_rival_mpd,demeaned_demand_rival_space,demeaned_supply_firm_const,demeaned_supply_firm_loghpwt,demeaned_supply_firm_air,demeaned_supply_firm_logmpg,demeaned_supply_firm_logspace,demeaned_supply_firm_trend,demeaned_supply_rival_const,demeaned_supply_rival_loghpwt,demeaned_supply_rival_air,demeaned_supply_rival_logmpg,demeaned_supply_rival_logspace,demeaned_supply_rival_trend,log_income_mean,demand_firm_const,demand_firm_hpwt,demand_firm_air,demand_firm_mpd,demand_firm_space,demand_rival_const,demand_rival_hpwt,demand_rival_air,demand_rival_mpd,demand_rival_space,supply_firm_const,supply_firm_loghpwt,supply_firm_air,supply_firm_logmpg,supply_firm_logspace,supply_firm_trend,supply_rival_const,supply_rival_loghpwt,supply_rival_air,supply_rival_logmpg,supply_rival_logspace,supply_rival_trend,ncar_firm_const,demeaned_ncar_firm_const
11,146,19,15,1,0,0,1,0.732484076433,0,1.918186813187,1.808,1.724,0,71,0.000127197192,8.481,-8.837259359519,11,CDCALA71,-0.311313676985223,0.544647172241501,0.592221261969985,0,0.338108803405417,-0.241768155164637,-0.166683022428863,0.497841202976997,0.645186883730889,-0.160069218084611,0.338052308209826,-10.5403698691926,13.6698240866035,11.439044083611,-3.57465042850699,19.7699402397392,26.6093498511502,-23.084799278304,1.14954098642393,-30.9300857013983,-72.0138742898066,-16.6328318227324,13.6698240866035,-0.88023331337444,-3.57465042850699,2.84840306238854,9.55887938837764,-168.878664862427,-23.084799278304,43.3551029557297,-30.9300857013983,-34.8683306028932,3.23834374908694,-1329.45872801083,2.01156,29,21.242038216557,0,55.627417582423,52.432,92,46.925502777323,0,176.05817307693,132.7013,29,-9.02809663257148,0,15.7947679950035,17.1744165971296,0,92,-65.7064750355961,0,48.2951845321741,31.5225807298291,0,29,13.6698240866035
12,147,19,16.044444444444,1,0,0,1,0.729386892178,0,1.912623626374,1.808,1.719,0,71,0.002704601356,180.332,-5.780288130463,12,CDDEVI71,-0.315550971460011,0.541742726400712,0.592221261969985,0,0.335011619150417,-0.241768155164637,-0.172246209241863,0.497841202976997,0.640949589256101,-0.1629736639254,0.338052308209826,-10.5403698691926,13.6698240866035,11.439044083611,-3.57465042850699,19.7699402397392,26.6093498511502,-23.084799278304,1.14954098642393,-30.9300857013983,-72.0138742898066,-16.6328318227324,13.6698240866035,-0.88023331337444,-3.57465042850699,2.84840306238854,9.55887938837764,-168.878664862427,-23.084799278304,43.3551029557297,-30.9300857013983,-34.8683306028932,3.23834374908694,-1329.45872801083,2.01156,29,21.152219873162,0,55.466085164846,52.432,92,46.925502777323,0,176.05817307693,132.7013,29,-9.15097817234031,0,15.7105390656207,17.1744165971296,0,92,-65.7064750355961,0,48.2951845321741,31.5225807298291,0,29,13.6698240866035
13,148,19,18.22962962963,1,0,0,1,0.780748663102,0,2.018324175824,1.776,1.814,0,71,0.000534120223,35.613,-7.402376987159,13,CDELDR71,-0.247501995145743,0.595534351692945,0.574363644569978,0,0.386373390074417,-0.241768155164637,-0.0665456597918626,0.465841202976997,0.708998565570369,-0.109182038633167,0.320194690809819,-10.5403698691926,13.6698240866035,11.439044083611,-3.57465042850699,19.7699402397392,26.6093498511502,-23.084799278304,1.14954098642393,-30.9300857013983,-72.0138742898066,-16.6328318227324,13.6698240866035,-0.88023331337444,-3.57465042850699,2.84840306238854,9.55887938837764,-168.878664862427,-23.084799278304,43.3551029557297,-30.9300857013983,-34.8683306028932,3.23834374908694,-1329.45872801083,2.01156,29,22.641711229958,0,58.531401098896,51.504,92,46.925502777323,0,176.05817307693,132.7013,29,-7.17755785922656,0,17.2704961990954,16.6565456925294,0,92,-65.7064750355961,0,48.2951845321741,31.5225807298291,0,29,13.6698240866035
14,149,19,19.167901234568,1,0,0,1,0.716510903427,0,1.892596153846,1.832,1.701,0,71,0.000332863399,22.194,-7.87526574482,14,CDFLTW71,-0.333361814206529,0.531216313413725,0.605408266251939,0,0.322135630399417,-0.241768155164637,-0.192273681769862,0.521841202976997,0.623138746509583,-0.173500076912387,0.351239312491779,-10.5403698691926,13.6698240866035,11.439044083611,-3.57465042850699,19.7699402397392,26.6093498511502,-23.084799278304,1.14954098642393,-30.9300857013983,-72.0138742898066,-16.6328318227324,13.6698240866035,-0.88023331337444,-3.57465042850699,2.84840306238854,9.55887938837764,-168.878664862427,-23.084799278304,43.3551029557297,-30.9300857013983,-34.8683306028932,3.23834374908694,-1329.45872801083,2.01156,29,20.778816199383,0,54.885288461534,53.128,92,46.925502777323,0,176.05817307693,132.7013,29,-9.66749261198935,0,15.405273088998,17.5568397213062,0,92,-65.7064750355961,0,48.2951845321741,31.5225807298291,0,29,13.6698240866035
15,150,19,5.16049382716,1,0,0,1,0.419384902144,0,2.211923076923,1.122,1.988,0,71,0.004004934309,267.033,-5.38771548063,15,CVVEGA71,-0.868966159865195,0.687129108234382,0.115112807100505,0,0.025009629116417,-0.241768155164637,0.127053241307137,-0.188158797023003,0.0875344008509169,-0.0175872820917297,-0.139056146659655,-10.5403698691926,13.6698240866035,11.439044083611,-3.57465042850699,19.7699402397392,26.6093498511502,-23.084799278304,1.14954098642393,-30.9300857013983,-72.0138742898066,-16.6328318227324,13.6698240866035,-0.88023331337444,-3.57465042850699,2.84840306238854,9.55887938837764,-168.878664862427,-23.084799278304,43.3551029557297,-30.9300857013983,-34.8683306028932,3.23834374908694,-1329.45872801083,2.01156,29,12.162162162176,0,64.145769230767,32.538,92,46.925502777323,0,176.05817307693,132.7013,29,-25.2000186360907,0,19.9267441387971,3.33827140591464,0,92,-65.7064750355961,0,48.2951845321741,31.5225807298291,0,29,13.6698240866035
16,151,19,5.938271604938,1,0,0,1,0.487231182796,0,1.802472527473,1.387,1.62,0,71,0.003532800408,235.553,-5.513151785684,16,CVNOVA71,-0.719016560537745,0.482426149244293,0.327143141332695,0,0.092855909768417,-0.241768155164637,-0.282397308142863,0.0768412029769969,0.237484000178368,-0.222290241081819,0.0729741875725353,-10.5403698691926,13.6698240866035,11.439044083611,-3.57465042850699,19.7699402397392,26.6093498511502,-23.084799278304,1.14954098642393,-30.9300857013983,-72.0138742898066,-16.6328318227324,13.6698240866035,-0.88023331337444,-3.57465042850699,2.84840306238854,9.55887938837764,-168.878664862427,-23.084799278304,43.3551029557297,-30.9300857013983,-34.8683306028932,3.23834374908694,-1329.45872801083,2.01156,29,14.129704301084,0,52.271703296717,40.223,92,46.925502777323,0,176.05817307693,132.7013,29,-20.8514802555946,0,13.9903583280845,9.48715109864814,0,92,-65.7064750355961,0,48.2951845321741,31.5225807298291,0,29,13.6698240866035
17,153,19,6.60987654321,1,0,0,1,0.451713395639,0,1.682307692308,1.5352,1.512,0,71,0.005029965805,335.378,-5.159829472982,17,CVCHEV71,-0.794707380708621,0.413433277757341,0.428660665711353,0,0.057338122611417,-0.241768155164637,-0.402562143307863,0.225041202976997,0.161793180007491,-0.291283112568771,0.174491711951194,-10.5403698691926,13.6698240866035,11.439044083611,-3.57465042850699,19.7699402397392,26.6093498511502,-23.084799278304,1.14954098642393,-30.9300857013983,-72.0138742898066,-16.6328318227324,13.6698240866035,-0.88023331337444,-3.57465042850699,2.84840306238854,9.55887938837764,-168.878664862427,-23.084799278304,43.3551029557297,-30.9300857013983,-34.8683306028932,3.23834374908694,-1329.45872801083,2.01156,29,13.099688473531,0,48.786923076932,44.5208,92,46.925502777323,0,176.05817307693,132.7013,29,-23.04651404055,0,11.9895650549629,12.4311593056292,0,92,-65.7064750355961,0,48.2951845321741,31.5225807298291,0,29,13.6698240866035
18,158,19,7.212345679012,1,0,0,1,0.468648998061,0,1.62,1.41,1.456,0,71,0.001811791349,120.803,-6.180926607269,18,CVCAMA71,-0.757901195717885,0.375692949774494,0.343589704390077,0,0.0742737250334171,-0.241768155164637,-0.464869835615862,0.0998412029769968,0.198599364998227,-0.329023440551618,0.0894207506299176,-10.5403698691926,13.6698240866035,11.439044083611,-3.57465042850699,19.7699402397392,26.6093498511502,-23.084799278304,1.14954098642393,-30.9300857013983,-72.0138742898066,-16.6328318227324,13.6698240866035,-0.88023331337444,-3.57465042850699,2.84840306238854,9.55887938837764,-168.878664862427,-23.084799278304,43.3551029557297,-30.9300857013983,-34.8683306028932,3.23834374908694,-1329.45872801083,2.01156,29,13.590820943769,0,46.98,40.89,92,46.925502777323,0,176.05817307693,132.7013,29,-21.9791346758187,0,10.8950955434603,9.96410142731223,0,92,-65.7064750355961,0,48.2951845321741,31.5225807298291,0,29,13.6698240866035
19,160,19,8.434567901235,1,0,0,1,0.702408256881,0,1.604423076923,1.5732,1.442,0,71,0.00218649889,145.787,-5.992941074536,19,CVMNTC71,-0.353240481489719,0.366031038862757,0.453111761575517,0,0.308032983853417,-0.241768155164637,-0.480446758692863,0.263041202976997,0.603260079226393,-0.338685351463355,0.198942807815358,-10.5403698691926,13.6698240866035,11.439044083611,-3.57465042850699,19.7699402397392,26.6093498511502,-23.084799278304,1.14954098642393,-30.9300857013983,-72.0138742898066,-16.6328318227324,13.6698240866035,-0.88023331337444,-3.57465042850699,2.84840306238854,9.55887938837764,-168.878664862427,-23.084799278304,43.3551029557297,-30.9300857013983,-34.8683306028932,3.23834374908694,-1329.45872801083,2.01156,29,20.369839449549,0,46.528269230767,45.6228,92,46.925502777323,0,176.05817307693,132.7013,29,-10.2439739632018,0,10.61490012702,13.14024108569,0,92,-65.7064750355961,0,48.2951845321741,31.5225807298291,0,29,13.6698240866035
20,161,19,7.644444444444,1,0,0,1,0.388531618435,0,1.4175,1.736,1.274,0,71,0.000380301758,25.357,-7.742032900857,20,CVBISC71,-0.945380726553014,0.242161557149972,0.551583616238158,0,-0.00584365459258296,-0.241768155164637,-0.667369835615863,0.425841202976997,0.0111198341630979,-0.46255483317614,0.297414662477999,-10.5403698691926,13.6698240866035,11.439044083611,-3.57465042850699,19.7699402397392,26.6093498511502,-23.084799278304,1.14954098642393,-30.9300857013983,-72.0138742898066,-16.6328318227324,13.6698240866035,-0.88023331337444,-3.57465042850699,2.84840306238854,9.55887938837764,-168.878664862427,-23.084799278304,43.3551029557297,-30.9300857013983,-34.8683306028932,3.23834374908694,-1329.45872801083,2.01156,29,11.267416934615,0,41.1075,50.344,92,46.925502777323,0,176.05817307693,132.7013,29,-27.4160410700374,0,7.02268515734918,15.9959248709066,0,92,-65.7064750355961,0,48.2951845321741,31.5225807298291,0,29,13.6698240866035
21,163,19,7.982716049383,1,0,0,1,0.388531618435,0,1.4175,1.736,1.274,0,71,0.000731687564,48.786,-7.087644340445,21,CVBELA71,-0.945380726553014,0.242161557149972,0.551583616238158,0,-0.00584365459258296,-0.241768155164637,-0.667369835615863,0.425841202976997,0.0111198341630979,-0.46255483317614,0.297414662477999,-10.5403698691926,13.6698240866035,11.439044083611,-3.57465042850699,19.7699402397392,26.6093498511502,-23.084799278304,1.14954098642393,-30.9300857013983,-72.0138742898066,-16.6328318227324,13.6698240866035,-0.88023331337444,-3.57465042850699,2.84840306238854,9.55887938837764,-168.878664862427,-23.084799278304,43.3551029557297,-30.9300857013983,-34.8683306028932,3.23834374908694,-1329.45872801083,2.01156,29,11.267416934615,0,41.1075,50.344,92,46.925502777323,0,176.05817307693,132.7013,29,-27.4160410700374,0,7.02268515734918,15.9959248709066,0,92,-65.7064750355961,0,48.2951845321741,31.5225807298291,0,29,13.6698240866035
22,165,19,8.372839506173,1,0,0,1,0.385638297872,0,1.406373626374,1.736,1.264,0,71,0.008658482812,577.313,-4.616703146464,22,CVIMPA71,-0.952855400970203,0.234281295724666,0.551583616238158,0,-0.00873697515558297,-0.241768155164637,-0.678496209241862,0.425841202976997,0.0036451597459094,-0.470435094601446,0.297414662477999,-10.5403698691926,13.6698240866035,11.439044083611,-3.57465042850699,19.7699402397392,26.6093498511502,-23.084799278304,1.14954098642393,-30.9300857013983,-72.0138742898066,-16.6328318227324,13.6698240866035,-0.88023331337444,-3.57465042850699,2.84840306238854,9.55887938837764,-168.878664862427,-23.084799278304,43.3551029557297,-30.9300857013983,-34.8683306028932,3.23834374908694,-1329.45872801083,2.01156,29,11.183510638288,0,40.784835164846,50.344,92,46.925502777323,0,176.05817307693,132.7013,29,-27.6328066281359,0,6.79415757601531,15.9959248709066,0,92,-65.7064750355961,0,48.2951845321741,31.5225807298291,0,29,13.6698240866035
23,167,19,10.207407407407,1,0,0,1,0.631188118812,0,1.463118131868,1.736,1.315,0,71,0.00208878757,139.272,-6.038658871342,23,CVCAPR71,-0.460151332802536,0.273836665629728,0.551583616238158,0,0.236812845784417,-0.241768155164637,-0.621751703747863,0.425841202976997,0.496349227913576,-0.430879724696384,0.297414662477999,-10.5403698691926,13.6698240866035,11.439044083611,-3.57465042850699,19.7699402397392,26.6093498511502,-23.084799278304,1.14954098642393,-30.9300857013983,-72.0138742898066,-16.6328318227324,13.6698240866035,-0.88023331337444,-3.57465042850699,2.84840306238854,9.55887938837764,-168.878664862427,-23.084799278304,43.3551029557297,-30.9300857013983,-34.8683306028932,3.23834374908694,-1329.45872801083,2.01156,29,18.304455445548,0,42.430425824172,50.344,92,46.925502777323,0,176.05817307693,132.7013,29,-13.3443886512735,0,7.94126330326211,15.9959248709066,0,92,-65.7064750355961,0,48.2951845321741,31.5225807298291,0,29,13.6698240866035
24,169,19,13.661728395062,1,0,0,1,0.843222985634,0,1.872568681319,1.2627,1.683,0,71,0.00035799988,23.87,-7.802465286548,24,CVCORV71,-0.170523841564214,0.520577915208669,0.233252285462498,0,0.448847712606417,-0.241768155164637,-0.212301154296863,-0.0474587970230032,0.785976719151898,-0.184138475117443,-0.0209166682976617,-10.5403698691926,13.6698240866035,11.439044083611,-3.57465042850699,19.7699402397392,26.6093498511502,-23.084799278304,1.14954098642393,-30.9300857013983,-72.0138742898066,-16.6328318227324,13.6698240866035,-0.88023331337444,-3.57465042850699,2.84840306238854,9.55887938837764,-168.878664862427,-23.084799278304,43.3551029557297,-30.9300857013983,-34.8683306028932,3.23834374908694,-1329.45872801083,2.01156,29,24.453466583386,0,54.304491758251,36.6183,92,46.925502777323,0,176.05817307693,132.7013,29,-4.94519140536222,0,15.0967595410514,6.76431627841243,0,92,-65.7064750355961,0,48.2951845321741,31.5225807298291,0,29,13.6698240866035
25,170,16,10.345679012346,1,0,0,1,0.659314313114,0,1.528763736264,1.8,1.374,0,71,0.001037809707,69.197,-6.738130217816,25,CRNEWP71,-0.416554903536876,0.317726193800158,0.587786664902119,0,0.264939040086417,-0.241768155164637,-0.556106099351863,0.489841202976997,0.539945657179236,-0.386990196525954,0.33361771114196,-10.5403698691926,-1.33017591339648,1.22760309236402,-3.57465042850699,-7.62875481520583,0.985449851150197,-23.084799278304,1.14954098642393,-30.9300857013983,-72.0138742898066,-16.6328318227324,-1.33017591339648,5.04012764488712,-3.57465042850699,-4.51179910603291,1.54577634684131,-168.878664862427,-23.084799278304,43.3551029557297,-30.9300857013983,-34.8683306028932,3.23834374908694,-1329.45872801083,2.01156,14,9.230400383596,0,21.402692307696,25.2,92,46.925502777323,0,176.05817307693,132.7013,14,-5.83176864951626,0,4.44816671320221,8.22901330862967,0,92,-65.7064750355961,0,48.2951845321741,31.5225807298291,0,14,-1.33017591339648
26,171,16,11.572839506173,1,0,0,1,0.77528349919,0,1.65782967033,1.8,1.49,0,71,0.000119683244,7.98,-8.898149315437,26,CR30071,-0.254526511112824,0.398776119957368,0.587786664902119,0,0.380908226162417,-0.241768155164637,-0.427040165285863,0.489841202976997,0.701974049603288,-0.305940270368744,0.33361771114196,-10.5403698691926,-1.33017591339648,1.22760309236402,-3.57465042850699,-7.62875481520583,0.985449851150197,-23.084799278304,1.14954098642393,-30.9300857013983,-72.0138742898066,-16.6328318227324,-1.33017591339648,5.04012764488712,-3.57465042850699,-4.51179910603291,1.54577634684131,-168.878664862427,-23.084799278304,43.3551029557297,-30.9300857013983,-34.8683306028932,3.23834374908694,-1329.45872801083,2.01156,14,10.85396898866,0,23.20961538462,25.2,92,46.925502777323,0,176.05817307693,132.7013,14,-3.56337115557954,0,5.58286567940315,8.22901330862967,0,92,-65.7064750355961,0,48.2951845321741,31.5225807298291,0,14,-1.33017591339648
